name,ssn,department,salary,gender,country,additional_languages
Michael Salinas,014-04-1426,Operations,53341,Female,China,"Hindi, Arabic"
Brandon Hernandez,193-76-5837,Legal,77492,Female,India,German
Jeffrey Proctor,718-33-4458,Legal,67048,Male,India,Chinese
Derrick Dean,371-57-4146,Marketing,92581,Male,India,"Hindi, French"
Mrs. Kristen Hunter,464-52-0687,Marketing,90461,Female,South Korea,"Arabic, French"
Ryan Ballard,121-15-4834,Finance,114132,Female,India,
Tammy Daniel,066-78-1498,Product,134259,Male,India,
Andrew Parker,194-41-8250,Product,99573,Female,India,"Chinese, French"
Sheri Espinoza,176-96-6388,Marketing,58865,Female,India,French
Michelle Shelton,869-90-9858,Operations,84719,Female,India,Spanish
Jose Anderson,273-37-7119,Product,95940,Female,India,Chinese
Edward Martin,811-01-8660,IT,69045,Female,India,
Melissa Brady,423-40-5884,Operations,97084,Female,South Korea,"Chinese, German"
Linda Butler,686-22-5951,Product,91411,Male,India,
Tanya Sherman,509-65-0614,Product,127319,Female,India,"Hindi, Arabic"
Angela Kim,194-32-9876,Product,89944,Female,India,
Cheryl French,879-26-6722,IT,99575,Male,India,French
Adrian Reid,211-77-6954,Finance,72045,Female,China,Arabic
Brandy Cole,175-09-9752,Administrative,51194,Female,USA,
Darryl Clark,686-51-7689,Operations,96752,Male,India,
Brandon George,515-53-9034,Legal,109601,Male,India,Chinese
Anita Webster,363-28-1866,Administrative,54055,Male,China,"Arabic, French"
Daniel Bennett,837-21-9917,Product,109597,Female,India,"Hindi, Chinese"
Katherine Byrd,587-38-9069,Administrative,39903,Female,India,
James White,788-29-4279,Operations,77403,Male,India,
Marc Shepard,602-37-5679,Operations,66046,Male,India,French
John Perez,210-84-9978,IT,120876,Male,India,Chinese
Christopher Hoover,039-59-0433,Administrative,47057,Female,China,"Chinese, Arabic"
Jasmine Herring,591-66-9627,Sales,81199,Female,India,Chinese
Steven Cole,149-77-2111,IT,116522,Male,China,"Chinese, Arabic"
Daniel Vasquez,731-40-8082,IT,105721,Female,India,"Arabic, German"
Janice Pearson,082-51-4713,Administrative,30764,Female,China,German
Toni Jimenez,135-67-5872,Product,142224,Male,China,
Dwayne Ruiz,333-28-5674,Legal,106920,Male,India,Arabic
Deborah Shaw,690-56-4798,Operations,90199,Female,India,"Chinese, French"
Michael Fisher,439-44-3654,Human Resource,85746,Male,India,Spanish
Joseph Gonzalez,020-16-0491,Sales,99192,Male,India,French
Lori Davis,370-64-1551,Sales,57051,Male,China,"Chinese, Arabic"
Haley Hansen,469-14-1557,Human Resource,50259,Male,India,Arabic
Brenda Guerra,746-59-9127,Administrative,51816,Male,India,
Brandon Roy,847-37-8099,Operations,41220,Male,India,
Lauren Williams,576-05-3318,Human Resource,54408,Female,China,
Crystal Harrington,183-91-9929,Product,89735,Female,India,French
Michael Moore,710-85-0328,IT,97957,Male,India,
Tara Gibbs,674-25-3446,Operations,63911,Male,India,"Spanish, Chinese"
Maria Scott,848-79-8606,Product,133879,Female,Taiwan,"German, Spanish"
Emily Morales,215-23-6154,Product,143495,Female,India,"Chinese, Hindi"
Erica Jones,300-20-9980,Administrative,36126,Male,India,
Eric Stewart,618-47-5066,Operations,96943,Female,India,Hindi
Courtney Randall,429-23-5608,Marketing,64311,Female,India,
Angela Rodriguez,554-77-6457,Sales,72189,Male,India,"Hindi, Spanish"
Dominic Massey,434-29-1461,Human Resource,60929,Female,China,"Spanish, Chinese"
Brooke Alvarez,106-24-2908,Administrative,52583,Female,India,"Spanish, Chinese"
Elizabeth Martinez,294-06-8575,Marketing,74786,Male,India,"French, German"
Destiny Odonnell,514-41-6595,Product,82693,Female,China,
Mark Hall,469-87-1170,Product,106048,Female,India,Spanish
Michelle Griffin,189-73-1052,Product,75368,Female,India,
Edward Pope,244-20-9671,Product,113157,Male,India,"German, Arabic"
Paula Kirby,525-37-4148,IT,136552,Female,India,"Chinese, French"
Brandon Glover,744-25-3097,Administrative,62577,Male,India,French
Colleen Spencer,848-24-4182,IT,95364,Male,India,German
Mark Bridges,161-96-3110,Sales,72214,Female,India,
Joseph White,197-79-2319,Legal,145921,Male,China,
Derek Eaton,491-61-4874,Operations,69261,Male,India,"Spanish, German"
Ryan Wilson,321-96-2994,Marketing,85950,Female,India,Arabic
Tony Leblanc,665-86-6825,Sales,105007,Female,China,
Anthony Murray,274-99-1914,Legal,109075,Male,India,Chinese
David Phillips,233-37-1043,Operations,56048,Female,India,
Christine Simpson,441-15-4356,Human Resource,87790,Female,India,"French, Spanish"
Chad Vaughn,499-08-6102,Marketing,102301,Male,India,German
Christina Garcia,190-78-2420,Operations,64795,Female,India,"German, Chinese"
Jill Wallace,546-43-2189,Human Resource,68595,Female,India,"German, Hindi"
Kevin Price,158-35-5243,Finance,128572,Male,India,"Arabic, French"
Samuel Allen,289-57-8981,Operations,74097,Male,India,Hindi
Christina Rogers DVM,891-07-0918,Operations,55226,Female,India,"Chinese, Hindi"
Miranda Lopez,851-99-1676,Human Resource,83567,Female,India,Arabic
Jason Williams,421-07-0178,Product,72680,Female,India,
Michael Cain,418-49-0787,Administrative,36121,Female,India,"Chinese, German"
Jenny Smith,099-38-3800,Operations,57242,Female,India,"Hindi, Spanish"
Sherry Marquez,649-53-7740,Product,103184,Male,India,Chinese
Cameron Calhoun,403-19-0274,Administrative,32634,Female,India,
Monica Johnson,478-42-4584,Operations,96399,Male,China,"Hindi, Arabic"
Pamela White,724-99-1678,Legal,85356,Male,India,French
Thomas Martinez,803-54-1391,Operations,49609,Female,India,Arabic
Courtney Smith,193-42-6525,Product,95083,Male,India,"German, French"
Mark Allen,722-73-6526,Product,145428,Male,India,German
Stephanie Smith,704-43-2500,Human Resource,78604,Female,China,"Chinese, Hindi"
Jeffrey Butler,397-30-1380,Product,78914,Male,India,
Jim Rice,199-70-8201,Operations,63432,Male,India,Spanish
Rachel Barnes,799-27-9155,IT,97611,Male,India,
Gary Newton,699-03-5103,Operations,97942,Male,India,French
David Evans,425-83-5163,Marketing,63116,Female,China,
Stephanie Baker,127-71-5717,IT,130091,Male,India,
Michael Pham,162-20-1988,Legal,117509,Female,India,"Arabic, Chinese"
Johnathan Graham,176-17-7090,Legal,99542,Male,China,Spanish
David Bailey,769-98-9568,Sales,89803,Male,India,Arabic
Ruth Smith,131-91-8391,Operations,56494,Female,India,
David Williams,277-88-0532,Marketing,62531,Female,Phillipines,German
Cynthia Miller,074-23-1716,IT,68351,Male,China,
Paul Jackson,204-12-0598,Finance,77462,Male,India,Chinese
Samantha Pratt DVM,118-20-2048,Human Resource,68300,Male,India,
Nicholas Cooke,484-38-4167,Product,83530,Male,India,French
Ellen Johnson,746-40-2258,Human Resource,71813,Male,India,French
Melanie Howe,760-72-5305,Product,93640,Female,China,
Kristin Carter,502-86-5236,Administrative,64903,Female,China,
James Lutz,163-49-8892,IT,134043,Male,India,Arabic
Jeremy Washington,672-74-1434,Product,82772,Male,Phillipines,Chinese
Pamela Watts,032-78-7243,Product,107511,Female,India,"Chinese, Hindi"
Jack Randolph,753-06-1715,Administrative,41215,Female,China,"Hindi, German"
Richard Cain,008-52-5700,Sales,77332,Female,India,"Chinese, German"
Matthew Bennett,526-41-7844,Sales,116672,Female,India,"German, Hindi"
Paul Washington,880-66-2389,Sales,71280,Female,India,French
Joseph Pollard,634-48-7026,IT,92847,Male,India,
Elizabeth Michael,828-90-4227,Finance,72543,Female,Taiwan,Spanish
Alexander Cruz,530-90-0228,Marketing,103238,Male,India,"Spanish, Arabic"
Stephanie Morris,754-91-8423,Administrative,69088,Male,India,
Jennifer Hammond,331-63-5183,Operations,72598,Female,India,"Arabic, German"
Kellie Kerr,830-92-4786,Marketing,88656,Female,India,
Michael Baker,589-43-0282,Administrative,38923,Male,India,Spanish
Tanya Shaw,373-98-2733,Sales,80904,Male,India,Hindi
Jason Salas,614-55-9015,Administrative,45620,Female,India,Arabic
Steven Duncan,783-55-9976,Human Resource,43456,Female,China,"Hindi, Arabic"
Ashlee Hudson,075-77-7636,Operations,51476,Male,India,Hindi
Lawrence Martinez,861-20-8378,Operations,48882,Male,China,
Kristy Gray,444-53-4309,Human Resource,47362,Male,India,
Nicole Duran,632-06-4179,Human Resource,72006,Female,India,
Pamela Meyers,428-66-1734,Administrative,51455,Male,India,"German, Chinese"
James Howell,012-60-9964,Sales,108450,Male,India,
Thomas Lewis,432-03-5653,Administrative,36336,Female,India,
Craig Larsen,710-49-3068,Marketing,71316,Male,China,"Hindi, German"
Dawn Howard,202-87-2385,Product,121097,Female,China,German
Victoria Osborne,855-41-4180,Marketing,89516,Male,India,"Spanish, German"
Kyle Bray,341-62-6737,Operations,94209,Male,India,
Douglas Adkins,013-97-4157,Administrative,39706,Female,India,
Jared Alvarado,572-20-1879,Human Resource,68222,Male,India,"German, Spanish"
Dustin Brown,761-34-6607,Sales,90428,Female,China,"Spanish, Hindi"
Brittney Thomas,338-26-1317,Sales,56205,Female,China,
Brianna Howell,279-99-7841,Human Resource,87714,Male,India,
Terry Cannon,015-81-1554,Operations,78814,Female,India,"Hindi, German"
Jason Moore,122-92-0981,Operations,96242,Female,South Korea,
Kim Sims,415-46-1138,Administrative,30846,Male,India,
Amanda Henderson,165-91-6585,Operations,46410,Female,China,Chinese
Anthony Weaver,151-36-3350,Product,85000,Male,India,"Arabic, Hindi"
Mark Ramirez,714-26-7617,Marketing,94195,Female,India,French
Charles Bauer,185-15-5094,Product,75162,Female,India,"Arabic, Hindi"
Yvonne Lewis,730-31-9557,Finance,68384,Female,China,French
Michael Howard,342-97-4841,Product,81811,Male,India,
Natasha Perkins,289-32-3793,Operations,81389,Male,India,"Hindi, Chinese"
Gabriela Watkins,320-53-3517,Sales,50631,Male,India,
Edgar Erickson,328-26-3905,Product,71217,Female,India,"Chinese, Hindi"
Felicia Rogers,684-68-3659,Administrative,67962,Female,China,"Spanish, Hindi"
Matthew Wells,031-25-0699,IT,78594,Female,India,Arabic
Sandra Welch,776-18-8406,Human Resource,55615,Female,India,
Ruben Vargas,260-34-1203,Legal,78640,Female,India,
Lisa Haley,245-99-0806,Operations,75355,Male,India,Arabic
Jason Ortiz,371-25-9543,Human Resource,73111,Female,India,"Hindi, Arabic"
Kevin Chen,493-50-2372,Product,114148,Female,India,
Cheryl Smith,415-98-7561,Product,74979,Male,India,
David Frank,746-83-3343,Legal,136721,Male,India,Arabic
Amber Wallace,868-45-9718,IT,72396,Male,India,
Audrey Bruce,816-01-2550,Operations,70378,Male,India,"Arabic, Chinese"
Krista Webster,028-75-1943,IT,72875,Female,India,German
Travis Bowers,415-26-3496,Sales,46164,Male,India,German
Kerry Mccall,647-81-1193,Operations,74142,Male,India,Spanish
Daniel Lewis,778-68-2256,Operations,74050,Female,India,Spanish
Lindsey Zamora,391-07-4033,Product,85941,Female,India,
Rebecca Higgins,876-12-6249,Human Resource,87022,Female,India,
Lawrence Wells,640-41-3173,Marketing,104830,Male,India,
Daniel Walker,620-16-9632,Operations,72882,Female,India,
Austin Rivera,159-96-5813,Product,130112,Male,India,
Benjamin Moore,354-08-4448,Operations,86488,Male,India,"Hindi, Chinese"
Brian Barnes,631-93-8289,Human Resource,48177,Female,Taiwan,"Hindi, German"
Anna Waller,672-48-4618,Sales,50535,Female,India,"Spanish, French"
Christopher Nelson,310-49-0296,Product,127734,Female,India,Hindi
Mrs. Erica Williams,235-90-7592,Administrative,59324,Female,India,Arabic
Keith Anderson,700-01-5793,Product,148514,Female,India,Arabic
Justin Duncan,162-23-3371,Sales,77610,Female,India,German
Kathy Rubio,415-52-5860,Sales,103050,Female,China,
Jessica Avery,202-12-4921,Operations,49682,Female,India,"Spanish, German"
Matthew Rice,414-32-0362,Finance,123522,Female,South Korea,"Spanish, German"
Ruth Tate,755-01-1357,Operations,81094,Female,India,
Robert Alvarez,540-97-8253,Operations,47445,Female,India,Spanish
Sarah Simmons,392-02-8236,Human Resource,69546,Female,India,French
David Mcgee,190-67-4625,IT,116101,Female,India,"German, Arabic"
Kristi Hendrix,007-40-0967,Operations,83641,Male,China,"Arabic, Spanish"
Anthony Harris,187-47-5906,Finance,102416,Female,India,German
Edwin Manning,317-77-9744,Product,86148,Male,India,
Mr. Scott Barnes MD,694-01-8969,Marketing,93448,Female,India,"French, German"
Leroy Ball,604-07-5821,Sales,40693,Female,India,"French, Chinese"
Nicole Skinner,210-99-3136,Product,83655,Female,China,"Arabic, Hindi"
Heather Smith,873-19-7006,IT,134344,Male,India,"Chinese, Hindi"
Brian Williams,334-28-5504,IT,86757,Female,India,Chinese
Brian Scott,890-59-7567,Marketing,70966,Male,China,"Spanish, Arabic"
Bryan Alvarez,820-99-7594,Operations,85361,Male,India,French
Tiffany Lee,615-12-3100,IT,111750,Male,China,
Jeffrey Bradley,615-36-9520,IT,77875,Female,India,
Karen Butler,712-19-1732,Human Resource,82780,Female,China,
Thomas Cruz,834-22-6370,Operations,94402,Female,India,"Hindi, Arabic"
Jeffrey Willis,804-20-7020,Operations,42040,Male,India,"Chinese, French"
Andres Smith,304-13-9250,Product,100133,Female,India,
Jesus Campbell,149-58-7392,Finance,88982,Male,China,Arabic
Katie Nelson,767-09-1245,Product,142436,Female,China,Chinese
Gregory Kirk,042-45-6117,IT,60474,Female,India,
Nicholas Perez,854-89-1893,Operations,98570,Female,India,French
Kelly Martin,770-61-9111,Marketing,103249,Female,India,"Arabic, Spanish"
Jason Brooks,209-91-5320,Operations,52398,Female,India,French
Ashley Gonzalez,589-71-4188,Sales,52069,Male,India,"Hindi, German"
Holly Lewis,628-58-5471,Sales,80566,Male,India,"German, French"
Jeff Allen,409-37-4721,Sales,90963,Female,India,"German, Chinese"
Daniel Morris,418-87-8906,Product,94197,Female,India,"German, Spanish"
Kevin Wood,648-38-7258,Operations,94108,Male,India,
Tiffany Johnson,172-71-2438,Sales,59163,Female,India,German
Troy Hickman,532-41-2281,Operations,64729,Male,India,Hindi
Sara Valdez,882-36-7252,Human Resource,62660,Female,India,
Anthony Anderson,015-02-9519,Sales,70643,Female,Taiwan,Spanish
David Edwards,322-85-5357,Operations,52338,Female,India,
David Cooper,630-29-2357,Administrative,37995,Male,India,"Spanish, Hindi"
Lisa Lee,603-96-1581,Administrative,67219,Female,India,
Samuel Jones,896-93-4832,Legal,123529,Female,India,Spanish
Kimberly Lindsey,208-45-4082,Legal,145418,Male,India,
Katrina Cruz,498-19-2877,Operations,72102,Female,China,
Marco Stewart,198-33-1236,Sales,44089,Female,India,"French, Hindi"
Carolyn Jenkins,290-56-9621,Operations,60566,Female,Taiwan,"French, Chinese"
William Lewis,220-68-6675,Marketing,69033,Female,India,Spanish
Lisa Hines,191-04-0767,Operations,58927,Female,India,
Tanya Olson,562-34-0466,IT,60482,Male,India,"Chinese, German"
Kimberly Leach,746-63-1668,Operations,87105,Male,India,"Chinese, French"
Aaron Higgins,400-14-0580,Operations,61329,Male,South Korea,French
Adam Campbell,623-80-5452,Operations,93102,Female,India,"German, Arabic"
Lisa Powers,446-79-8383,Administrative,51998,Female,India,
Alyssa Holmes,692-44-0107,Administrative,43539,Male,India,Chinese
Jose Stewart,870-44-6849,Product,131807,Female,India,Hindi
Alison Andrews,659-53-0534,Operations,62077,Male,India,"Arabic, Spanish"
Katherine Martin,401-53-6754,Product,101868,Male,India,
Rebecca Gomez,535-82-8230,Human Resource,76461,Male,China,"French, Arabic"
Jessica Stephens,404-47-3713,Product,91965,Male,India,Arabic
Larry Thomas,002-82-7923,Sales,85813,Female,China,"Chinese, French"
Micheal Villanueva,774-25-1763,Administrative,51898,Male,India,Hindi
Michael Robinson,251-25-9244,Product,80873,Female,India,"Chinese, German"
Tina Shaw,082-08-5324,IT,124295,Male,China,
Jody Reyes,015-89-7448,Operations,86600,Male,India,
Brian Pope,747-58-5799,Administrative,49990,Female,China,Hindi
Juan Marquez,560-28-9236,Product,147426,Male,India,"Chinese, German"
John Glover,414-02-6369,Operations,97401,Female,China,Spanish
Alexandria Berg,267-12-3554,Sales,70058,Male,India,
Ashley Johnson,384-81-3161,Operations,54579,Male,India,German
Shane Hughes,643-52-1205,Operations,52252,Male,India,Arabic
Jimmy Little,533-12-8690,Operations,90688,Female,USA,
Jonathan Cannon,072-09-7386,Marketing,66226,Female,India,Arabic
Connie Lopez,804-08-7420,Legal,101101,Male,India,French
Karen Yoder,686-65-1180,IT,108440,Male,India,German
Ryan Chase,587-13-1296,IT,134446,Female,India,Arabic
Michelle Johnson,164-75-6385,Administrative,36801,Male,India,"Chinese, French"
Chad Huerta,204-60-0969,Operations,70096,Male,India,"German, Spanish"
Lauren Silva,870-64-6453,Operations,91263,Male,India,
Daisy Mclean,511-09-7081,Sales,81270,Male,China,
John Kelly,052-98-8318,IT,113258,Male,China,
Alex Johnson,039-72-4577,Operations,45243,Male,USA,
Daniel Williams,071-03-9350,Product,110715,Male,India,Arabic
Jodi Collins,807-60-4845,IT,89144,Male,India,
Michael Acosta,649-01-9845,Human Resource,41070,Female,India,
David Hale,380-96-0609,Product,142131,Male,India,"Hindi, Spanish"
Bethany Dean,344-35-2143,Product,73794,Female,India,Spanish
Alicia Carter,422-55-4571,Sales,53567,Male,China,German
Matthew Mcintosh,498-03-6408,Product,103872,Male,India,"Hindi, Arabic"
Robert Green,213-72-5099,Operations,83692,Male,India,Hindi
Denise Abbott,547-90-8917,Human Resource,82573,Male,India,Spanish
Dr. Bradley Foster MD,203-18-2523,Product,115002,Male,India,
Juan Terry,335-78-0339,Product,119480,Male,India,French
Keith Hunter,147-61-7027,IT,87819,Male,India,"Chinese, Spanish"
Timothy Taylor,140-46-4951,Product,83739,Female,India,
William Pittman,007-37-6393,Human Resource,70870,Male,India,Hindi
Clinton Kelley,645-61-3534,Product,128049,Female,India,"Hindi, Arabic"
Michael Sanchez,544-59-7762,Marketing,92759,Female,India,Chinese
Amanda Simmons,657-44-6598,Product,103024,Male,India,Spanish
Laura Johnson,773-10-3837,IT,116892,Male,China,Chinese
Christopher Carson,668-22-5823,Human Resource,58528,Female,India,
Robert Nelson,805-14-9968,Marketing,58050,Male,China,"Chinese, Arabic"
Yolanda Perez,820-02-4292,IT,72629,Female,India,German
Mrs. Kelly Walker,360-40-6356,Product,76258,Male,Phillipines,Arabic
Zachary Clements,110-13-2327,Operations,69507,Female,China,Chinese
Krystal Green,118-12-5981,Administrative,66850,Male,China,Arabic
Nancy Ball,474-35-6841,Product,123264,Female,India,French
Kathryn Brown,404-57-9898,Finance,83923,Female,India,"Hindi, Arabic"
Ian Douglas,656-45-7929,Human Resource,46668,Male,India,French
Stephanie Mitchell,709-82-6797,Marketing,104095,Female,India,Spanish
Lori Mason,790-82-7779,Operations,86108,Male,India,"Chinese, Arabic"
April Drake,593-54-9653,IT,68021,Female,India,"Hindi, Chinese"
Michelle Hart,439-62-8965,Sales,89839,Male,India,Arabic
David Morris,051-40-6977,Human Resource,68160,Male,India,
Gregg Ramirez,689-53-5389,Sales,89769,Male,China,Chinese
Don Dudley,814-32-5688,Product,133173,Male,India,Spanish
